hhid,idc,relation,sex,age,marital,born_here,dist_birth,move_year,dist_origin,mig_reason,diff_seeing,diff_hearing,diff_walking,diff_memory,diff_selfcare,diff_communicating,any_disability,can_read,can_write,can_math,school_type,grade_now,school_km,ed_admission,ed_uniform,ed_books,ed_exam,ed_tuition,ed_transport,ed_hostel,ed_other,ed_total,literate,emp_status,earn_month,months_worked,earn_year,emp_status2,earn_second,other_work,earn_other,sold_kind,earn_kind,inc_pension,income_shared_hh,earn_annual
203105204,7,3,2,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105207,1,1,1,36,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,3,15000,12,,,,2,,2,,,1,180000
203105207,2,2,2,31,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105207,3,3,2,14,1,1,,,,,1,1,1,1,1,1,0,1,1,1,4,9,1,,1500,6000,,,,,2500,10000,1,,,,,,,2,,2,,,3,
203105207,4,3,2,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,4,6,1,,1500,4000,,,,,2000,7500,1,,,,,,,2,,2,,,3,
203105207,5,3,2,9,1,1,,,,,1,1,1,1,1,1,0,,,,4,4,1,,1200,3000,,,,,2000,6200,,,,,,,,,,,,,,
203105207,6,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105207,7,3,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105207,8,5,1,65,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105207,9,5,2,63,2,1,,,,,4,1,1,1,1,1,1,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105303,1,1,1,50,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,6,,,75000,,,2,,2,,,1,75000
203105303,2,2,2,39,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105303,3,3,1,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,12,5,,,,,,,,18000,18000,1,,,,,,,2,,2,,,3,
203105303,4,3,2,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,7,3,,,,,,,,10000,10000,1,5,,,,4,12000,2,,2,,,1,
203105303,5,3,1,20,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105304,1,1,1,58,2,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105304,2,2,2,52,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,9,,,,4,6000,1,5000,2,,,1,
203105304,3,3,1,12,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105304,4,3,2,8,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105304,5,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105304,6,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105305,1,1,1,44,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,6500,12,,,,2,,2,,,1,78000
203105305,2,2,2,49,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,3800,4,,,,2,,2,,,1,15200
203105305,3,3,1,14,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,6,3,,,,,,,,2000,2000,1,,,,,,,2,,2,,,3,
203105305,4,3,2,11,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,4000,4,,,,2,,2,,,1,16000
203105305,5,3,1,21,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,11000,10,,,,2,,2,,,1,110000
203105305,6,3,2,23,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,5500,4,,,,2,,2,,,1,22000
203105324,1,1,1,47,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,12000,12,,6,60000,2,,2,,,1,144000
203105324,2,2,2,53,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,3,1000,12,,5,,2,,2,,,1,12000
203105324,3,3,1,20,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,15,5,,,,,,,,30000,30000,1,,,,,,,2,,2,,,3,
203105324,4,3,2,16,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,12,5,,,,,,,,25000,25000,1,,,,,,,2,,2,,,3,
203105324,5,3,1,23,2,1,,,,,2,2,2,1,2,1,1,1,1,1,2,15,5,,,,,,,,40000,40000,1,4,6000,12,,,,2,,2,,,1,72000
203105324,6,8,2,20,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105327,1,1,1,52,2,1,,,,,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,3,12000,12,,5,,2,,2,,,1,144000
203105327,2,2,2,48,2,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105327,3,3,1,24,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
203105327,4,8,2,19,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105327,5,4,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105330,1,1,1,54,2,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,9,,,150000,,,2,,2,,,1,150000
203105330,2,2,2,49,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,6000,12,,,,2,,2,,,1,72000
203105330,3,3,2,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
203105330,4,3,2,16,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,5500,3,,,,2,,2,,,1,16500
203105330,5,3,2,14,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,5000,5,,,,2,,2,,,1,25000
203105330,6,3,1,19,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,2500,5,,,,2,,2,,,1,12500
203105330,7,8,2,29,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105330,8,4,1,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105330,9,4,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105330,10,8,2,22,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,6000,6,,,,2,,2,,,1,36000
203105330,11,4,1,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105402,1,1,1,41,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,6,,,500000,,,2,,2,,,1,500000
203105402,2,2,2,34,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105402,3,3,2,12,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105402,4,3,2,11,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,5,1,,,,,,,,5000,5000,1,,,,,,,2,,2,,,3,
203105402,5,3,1,10,1,1,,,,,1,4,1,3,3,2,1,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105402,6,3,1,7,1,1,,,,,1,1,1,1,1,1,0,,,,1,3,1,,,,,,,,4000,4000,,,,,,,,,,,,,,
203105402,7,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,,,,,,,3000,3000,,,,,,,,,,,,,,
203105402,8,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,1,27,1,,,,,,,,3000,3000,,,,,,,,,,,,,,
203105402,9,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105413,1,1,1,30,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,7000,2,,4,135000,1,25000,2,,,1,14000
203105413,2,2,2,24,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,6,,,,,,2,,2,,,3,
203105413,3,3,2,5,1,1,,,,,1,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105413,4,3,2,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105413,5,3,2,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105414,1,1,1,42,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,6,90000,12,,,,2,,2,,,1,1080000
203105414,2,2,2,39,2,1,,,,,1,1,3,1,1,1,1,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105414,3,3,1,11,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105414,4,3,1,9,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105414,5,3,2,6,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105414,6,5,2,87,3,1,,,,,2,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105419,1,1,2,45,3,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105419,2,3,1,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,6,,,450000,,,2,,2,,,1,450000
203105419,3,3,2,14,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105419,4,3,1,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,6,2,,,,,,,,35000,35000,1,,,,,,,2,,2,,,3,
203105419,5,3,1,11,1,1,,,,,1,1,1,1,1,1,0,2,,1,1,2,1,,,,,,,,3000,3000,0,,,,,,,2,,2,,,3,
203105425,1,1,1,59,2,1,,,,,2,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,6,,,250000,,,2,,2,,,1,250000
203105425,2,2,2,53,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105425,3,3,1,26,1,1,,,,,1,1,1,1,3,1,1,1,1,1,,,,,,,,,,,,,1,4,5000,12,,,,2,,2,,,1,60000
203105425,4,3,1,30,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
203105425,5,8,2,24,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105425,6,4,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105425,7,4,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105425,8,3,1,32,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
203105505,1,1,1,71,3,1,,,,,2,1,1,1,3,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105505,2,3,1,38,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,3,13000,12,,,,2,,2,,,1,156000
203105505,3,8,2,35,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105505,4,4,2,13,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105505,5,4,2,10,1,1,,,,,1,1,1,1,1,1,0,2,,1,1,2,1,,,,,,,,2000,2000,0,,,,,,,2,,2,,,3,
203105505,6,4,1,7,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,,,,,,,2000,2000,,,,,,,,,,,,,,
203105505,7,4,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105519,1,1,1,55,2,1,,,,,2,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105519,2,2,2,58,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105519,3,3,1,30,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,18000,12,,6,150000,2,,2,,,1,216000
203105519,4,8,2,29,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105519,5,4,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105521,1,1,1,37,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,12000,12,,,,2,,2,,,1,144000
203105521,2,2,2,37,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105521,3,3,2,14,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105521,4,3,2,11,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105521,5,3,1,8,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,,,,,,,3000,3000,,,,,,,,,,,,,,
203105521,6,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105521,7,3,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105525,1,1,2,26,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105525,2,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105629,1,1,1,67,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105629,2,2,2,64,2,1,,,,,2,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105629,3,8,2,21,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,1,9000,2,,,1,
203105629,4,4,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105714,1,1,1,24,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,45000,9,40000,2,,2,,,1,45000
203105714,2,2,2,21,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203105714,3,3,1,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105714,4,3,1,1,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105719,1,1,1,23,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,6,,,72000,,,2,,2,,,1,72000
203105719,2,2,2,21,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105719,3,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,1,26,1,,1000,300,,,,,1000,2300,,,,,,,,,,,,,,
203105719,4,3,1,1,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105726,1,1,1,65,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,8,,,200000,4,50000,2,,2,,,1,200000
203105726,2,2,2,65,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
203105726,3,3,1,32,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,12000,12,,,,2,,2,,,1,144000
203105726,4,8,2,32,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105726,5,4,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105726,6,4,2,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105726,7,4,2,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105726,8,3,1,28,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
203105726,9,8,2,28,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105726,10,4,1,10,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,5,2,,1800,700,,,,,2500,5000,1,,,,,,,2,,2,,,3,
203105726,11,4,2,8,1,1,,,,,1,1,1,1,1,1,0,,,,1,4,2,,1600,600,,,,,2000,4200,,,,,,,,,,,,,,
203105726,12,4,2,6,1,1,,,,,1,1,1,1,1,1,0,,,,1,2,2,,1200,400,,,,,1500,3100,,,,,,,,,,,,,,
203105726,13,4,1,5,1,1,,,,,1,1,1,1,1,1,0,,,,1,27,2,,1200,300,,,,,1500,3000,,,,,,,,,,,,,,
203105726,14,8,2,22,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203105726,15,4,1,4,1,1,,,,,1,1,1,1,1,1,0,,,,1,26,2,,1000,300,,,,,1500,2800,,,,,,,,,,,,,,
203105730,1,1,1,22,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,6,,,65000,4,120000,2,,2,,,1,65000
203105730,2,2,2,20,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,5000,,,2,,2,,,1,5000
203105730,3,3,2,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105730,4,5,2,55,3,1,,,,,1,1,3,1,1,1,1,2,,2,,,,,,,,,,,,,0,4,,,8000,5,,2,,2,,,1,8000
203105730,5,6,2,15,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203105801,1,1,1,28,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,9,,,65000,4,50000,2,,2,,,1,65000
203105801,2,2,2,22,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,4,6000,2,,2,,,1,
203105801,3,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105801,4,3,2,1,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105810,1,1,2,30,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,1,12000,2,,,1,
203105810,2,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,,,,,,,1000,1000,,,,,,,,,,,,,,
203105810,3,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,,,,,,,1000,1000,,,,,,,,,,,,,,
203105810,4,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,1,27,1,,,,,,,,1000,1000,,,,,,,,,,,,,,
203105810,5,3,1,1,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105810,6,5,2,49,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105816,1,1,1,44,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,6,,,60000,,,2,,2,,,1,60000
203105816,2,2,2,39,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105830,1,1,1,29,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,4000,12,,5,,2,,2,,,1,48000
203105830,2,5,2,69,3,1,,,,,1,1,1,2,1,1,1,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105902,1,1,1,31,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,11000,12,,,,2,,2,,,1,132000
203105902,2,2,2,28,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203105902,3,3,1,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105902,4,3,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105911,1,1,1,70,3,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,6,,,56000,,,2,,2,,,1,56000
203105911,2,3,1,29,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,12000,12,,,,2,,2,,,1,144000
203105911,3,8,2,26,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203105930,1,1,1,39,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,18000,7,,6,65000,2,,2,,,1,126000
203105930,2,2,2,31,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,5,,,,4,12000,2,,2,,,1,
203105930,3,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,3,27,1,,,,,,,,1000,1000,,,,,,,,,,,,,,
203105930,4,3,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105930,5,5,1,77,3,1,,,,,2,2,3,1,2,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
203106001,1,1,2,56,3,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,4000,,,2,,2,,,1,4000
203106001,2,3,1,19,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,4000,10,,,,2,,2,,,1,40000
203106001,3,3,2,17,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203106001,4,3,2,15,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203106002,1,1,1,38,2,1,,,,,1,1,1,1,1,1,0,1,2,1,,,,,,,,,,,,,0,3,9000,12,,3,72000,2,,2,,,1,108000
203106002,2,2,2,33,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,10000,,,2,,2,,,1,10000
203106002,3,3,2,15,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203106002,4,3,2,14,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203106002,5,3,1,13,1,1,,,,,1,1,1,1,1,1,0,1,2,2,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
203106002,6,3,2,11,1,1,,,,,1,1,1,1,1,1,0,1,2,2,1,1,1,,1500,500,,,,,1800,3800,0,,,,,,,2,,2,,,3,
203106002,7,3,2,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,27,1,,1200,400,,,,,1600,3200,,,,,,,,,,,,,,
203106002,8,3,1,7,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,1500,600,,,,,1800,3900,,,,,,,,,,,,,,
203106002,9,3,1,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106002,10,3,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106006,1,1,1,20,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,6000,12,,,,2,,2,,,1,72000
203106006,2,2,2,18,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
203106006,3,3,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106010,1,1,1,40,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,8000,8,,6,200000,2,,2,,,1,64000
203106010,2,2,2,40,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,5,,2,,2,,,1,8000
203106010,3,3,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,10,4,2000,1500,1500,,,,,2000,7000,1,4,,,6000,,,2,,2,,,1,6000
203106010,4,3,2,14,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203106010,5,3,2,13,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,8000,,,2,,2,,,1,8000
203106010,6,3,2,10,1,1,,,,,1,1,1,1,1,1,0,2,,2,5,26,1,,,300,,,,,500,800,0,,,,,,,2,,2,,,3,
203106010,7,3,2,8,1,1,,,,,1,1,1,1,1,1,0,,,,5,26,1,,,300,,,,,500,800,,,,,,,,,,,,,,
203106010,8,3,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106011,1,1,1,32,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,6,,,80000,,,2,,2,,,1,80000
203106011,2,2,2,30,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,4,,,10000,,,2,,2,,,1,10000
203106011,3,3,2,10,1,1,,,,,1,1,1,1,1,1,0,2,,2,1,1,1,,1200,400,,,,,1000,2600,0,,,,,,,2,,2,,,3,
203106011,4,3,2,8,1,1,,,,,1,1,1,1,1,1,0,,,,5,27,1,,,300,,,,,1000,1300,,,,,,,,,,,,,,
203106011,5,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106011,6,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203106013,1,1,2,70,3,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
